file_name,P_bins,P,cluster1,cluster2,is_R,is_EL,is_LHD,is_X,is_H1,is_H3,is_H5,is_NS,is_E,i_hm2/i_hm1,i_hm3/i_hm1,i_hm4/i_hm1,i_hm5/i_hm1,i_thd,P_F,Label,Is_test
444,1,34.806774856720004,0,1,1,0,0,0,1,0,0,0,0,0.0042792443766074325,0.018982446209230813,0.0024011497588319977,0.008926362789005991,0.022629638379687143,0.9806850562884448,Incandescent Light Bulb,0
445,1,34.760144824811995,0,1,1,0,0,0,1,0,0,0,0,0.0014336823664570474,0.01924878324560024,0.0009730473962016037,0.010197487621357295,0.022915719412249926,0.980511331081264,Incandescent Light Bulb,0
446,1,34.795986582636,0,1,1,0,0,0,1,0,0,0,0,0.0040960473244573995,0.019145742627698026,0.0017678352489425102,0.008569177464565923,0.02255304714247664,0.9807977982515312,Incandescent Light Bulb,0
447,1,37.896845464344004,0,1,1,0,0,0,1,0,0,0,0,0.002085112244465912,0.0364157758560794,0.002657902987745963,0.023269346209902286,0.04491759929952685,0.9534224916529812,Fan,0
448,1,38.804309559376,0,1,1,0,0,0,1,0,0,0,0,0.00038041259296560576,0.03535822812900378,0.0013250890491154886,0.02277843201441821,0.0434581950520764,0.9519453885508766,Fan,0
449,1,37.640586753899996,0,1,1,0,0,0,1,0,0,0,0,0.0017344341616544695,0.03550228899480102,0.00193505821189935,0.022651125135951414,0.043811158658637335,0.9504493928417024,Fan,0
450,1,37.302911647744004,0,1,1,0,0,0,1,0,0,0,0,0.002374178256740957,0.035046478708583566,0.002358264871214715,0.02364260286203126,0.0441760487749855,0.948724380009012,Fan,0
451,1,37.164236000864,0,1,1,0,0,0,1,0,0,0,0,0.002340009087831508,0.03485412990808308,0.0023033240932114588,0.023187805291566055,0.043823816338617434,0.9477052417407552,Fan,0
452,0,16.646934615156,1,0,0,1,0,0,0,0,0,0,0,0.004068415667804244,1.0407022945553148,0.004039294421924351,0.9336717246066756,1.8709061306866464,0.4431499290422939,Laptop,0
453,0,16.816931600440007,1,0,0,1,0,0,0,0,0,0,0,0.011995937074463952,1.0359434527818714,0.010417517910816706,0.915077427758686,1.7987410618912492,0.4574663586453,Laptop,0
455,0,3.0737193874279995,1,0,0,1,0,0,0,0,0,0,0,0.01930324194881217,1.249726887740157,0.0008355622735211107,1.2403284320696977,3.0227550957726907,0.2848738059472433,Laptop,0
457,4,1039.443191827126,0,2,1,0,0,0,0,1,0,0,0,0.02872681888826137,0.22175261194422666,0.010007025105815505,0.07664600426591862,0.24271635336819225,0.958395207069007,Microwave,0
458,4,1032.8499820259399,0,2,1,0,0,0,0,1,0,0,0,0.029456952291333112,0.2223375723951248,0.010214922279698595,0.07646234006373029,0.243307329886356,0.9582548667755559,Microwave,0
459,4,1028.131263265954,0,2,1,0,0,0,0,1,0,0,0,0.03139671791472508,0.21981928773378556,0.009819606029319366,0.07553421595875452,0.24084910966257145,0.9584415386015128,Microwave,0
460,4,1043.3516434883802,0,2,1,0,0,0,0,1,0,0,0,0.028775038785392323,0.21806069951932536,0.00997043526859355,0.07550712250024631,0.2389497919916114,0.958575408488056,Microwave,0
461,4,1023.6653134595399,0,2,1,0,0,0,0,1,0,0,0,0.02367876304887992,0.21772194068455314,0.010569963611128882,0.07506046524099612,0.2380111890758193,0.9581044462383724,Microwave,0
462,4,798.1113366293381,3,2,0,0,0,1,0,1,0,0,0,0.0017996823598062511,0.01736394666669165,0.0005994060266586277,0.013355893143537259,0.02539418267194097,0.8017357841171259,Washing Machine,0
463,4,729.9524750374519,3,2,0,0,0,1,0,1,0,0,0,0.0017848399071649394,0.02058898026143349,0.00010119400817831204,0.012623869547063672,0.027328814259183137,0.7711032999956049,Washing Machine,0
464,4,735.7551760790278,3,2,0,0,0,1,0,1,0,0,0,0.0016358983408267336,0.0206984992891042,4.3095892279699895e-05,0.012471299307870408,0.027296307026555715,0.7715989181010408,Washing Machine,0
465,4,778.714023290944,3,2,0,0,0,1,0,1,0,0,0,0.0011970084747186054,0.019853108692146598,0.00024154142333239468,0.013567512409144744,0.027226295263056758,0.790030126055841,Washing Machine,0
466,4,745.724844724718,3,2,0,0,0,1,0,1,0,0,0,0.0014421433327180804,0.021785224184549524,3.8807964039092624e-05,0.01319901088859268,0.028662015245870226,0.7737954108753898,Washing Machine,0
467,2,54.05540806779601,0,1,1,0,0,0,1,0,0,0,0,0.0008101670291169183,0.018454477875770058,0.0007053494750677003,0.01566987879458869,0.028333352974269962,0.985095138566862,Incandescent Light Bulb,0
468,2,54.07201602716,0,1,1,0,0,0,1,0,0,0,0,0.0016278890852093122,0.018749681344426214,0.00097463377102309,0.01731707679728679,0.02955410157071633,0.9845734192159756,Incandescent Light Bulb,0
469,2,53.79499419742,0,1,1,0,0,0,1,0,0,0,0,0.0007709694371962137,0.018505471566094597,0.0005570266785309089,0.017452623532605096,0.02951461864224612,0.9844638094843768,Incandescent Light Bulb,0
470,2,53.939926794920005,0,1,1,0,0,0,1,0,0,0,0,0.0012194503180323944,0.018730275737636047,0.0016335366581704195,0.017320353386114137,0.029442939963004136,0.9843608505630936,Incandescent Light Bulb,0
471,2,53.98320600126,0,1,1,0,0,0,1,0,0,0,0,0.002532541311848013,0.01845100763296877,0.00040163400113184353,0.015267180062778468,0.02827280477879885,0.9851133736943992,Incandescent Light Bulb,0
472,2,88.73935400323202,0,1,1,0,0,0,1,0,0,0,0,0.002843957404802467,0.04666385601854927,0.0010025318575973574,0.01914512634774651,0.0509713646926891,0.9785227203204774,Fan,0
473,2,87.63402784961599,0,1,1,0,0,0,1,0,0,0,0,0.0005890178290429267,0.04489101271694804,0.0002816218214322838,0.018160983782693686,0.048902437643768434,0.9800328461088028,Fan,0
474,2,86.81116592813002,0,1,1,0,0,0,1,0,0,0,0,0.0003039171074002208,0.044230480950841734,0.00043645459251339823,0.01892464719176737,0.04862384079335416,0.9814541592510638,Fan,0
475,2,86.54681040823998,0,1,1,0,0,0,1,0,0,0,0,0.0008998280607194204,0.044883930343283716,0.0004293901045500549,0.01887814478563066,0.04920965943538793,0.9819974602338684,Fan,0
476,2,85.56093362835402,0,1,1,0,0,0,1,0,0,0,0,0.0012320612613960715,0.04421469736887842,0.0007062278734367977,0.018976738801110702,0.0486752519397847,0.982861432767954,Fan,0
477,4,930.31833078336,0,1,1,0,0,0,1,0,0,0,0,0.0002890866908526518,0.023858289875794633,0.00016679036837087232,0.010960427600766431,0.028891091961733294,0.9963799582821716,Hairdryer,0
478,4,931.88413820604,0,1,1,0,0,0,1,0,0,0,0,0.00032396169567716924,0.023112802435331054,0.00042364151095232905,0.010487028984467186,0.028148204128965487,0.9963816733136428,Hairdryer,0
479,4,924.3869002090997,0,1,1,0,0,0,1,0,0,0,0,0.00039447210034751316,0.02280816817822094,0.00024581484793631547,0.010753817088334023,0.027944168156046476,0.9963681187406116,Hairdryer,0
480,4,927.7326466596679,0,1,1,0,0,0,1,0,0,0,0,0.00041408550326791895,0.022833707714318238,0.00022443293290117558,0.010882979318334424,0.027924550123598832,0.9963643193804582,Hairdryer,0
481,4,957.03691497096,0,1,1,0,0,0,1,0,0,0,0,0.00027689460006742367,0.0226627051035046,0.00012016255277685583,0.010631078152265723,0.02782375376974975,0.9963666679591012,Hairdryer,0
482,1,19.405581674352,1,0,0,1,0,0,0,0,0,0,0,0.003503081826245456,0.9633904910967188,0.0037480191588191406,0.7393899429273715,1.4902282800565112,0.532112275787305,Laptop,0
483,1,19.351462941721998,1,0,0,1,0,0,0,0,0,0,0,0.008251317386333444,0.9673317685025145,0.004558707808692382,0.7477843968418947,1.5055280590489175,0.5276320872155638,Laptop,0
484,1,19.375584016682,1,0,0,1,0,0,0,0,0,0,0,0.0013128858913405946,0.9675284542822362,0.0009039363508681508,0.7435674807763771,1.485032259871944,0.5361495293135622,Laptop,0
485,1,19.231515792978,1,0,0,1,0,0,0,0,0,0,0,0.007066299122026556,0.9656567365709092,0.007940754807061506,0.7365993569081316,1.469509515951409,0.5402269289853453,Laptop,0
486,1,19.232002761494,1,0,0,1,0,0,0,0,0,0,0,0.005079417866863891,0.963294945312218,0.002356687171702355,0.7333203560285615,1.4734846229705263,0.5386116196797978,Laptop,0
487,2,60.832366132538006,0,1,1,0,0,0,1,0,0,0,0,0.004687913063431844,0.07176062619864293,0.002556573720595529,0.0029045682541900078,0.07502052939811231,0.9740209190895688,Air Conditioner,0
488,2,71.908874844202,0,1,1,0,0,0,1,0,0,0,0,0.002315772182565257,0.0409635451891277,0.00028263319491129643,0.005862488887759509,0.04543124809006247,0.9805365995870012,Air Conditioner,0
489,2,61.60270180244,0,1,1,0,0,0,1,0,0,0,0,0.0026466132452461853,0.07066232976030375,0.0011756114040545069,0.0017466222968100724,0.07382035473013525,0.9746358947616446,Air Conditioner,0
490,2,65.51835751949599,0,1,1,0,0,0,1,0,0,0,0,0.0018489837456558,0.054906910696497016,0.0012182542869955944,0.0031247965592715427,0.05838896590629045,0.9802997376539742,Air Conditioner,0
491,2,65.25966886888601,0,1,1,0,0,0,1,0,0,0,0,0.002895344381721519,0.05886757511346021,0.0008486162777993387,0.003077213080933385,0.0621109381906161,0.9797377948967964,Air Conditioner,0
492,1,20.22250083946,0,1,1,0,0,0,1,0,0,0,0,0.007225777621744814,0.014981142795640213,0.01128439730755578,0.020402388364638164,0.032574951523139085,0.9644316174449404,Incandescent Light Bulb,0
493,1,20.24892726506,0,1,1,0,0,0,1,0,0,0,0,0.004169885926298282,0.01472517998549305,0.004681212241315326,0.026271106187181682,0.03432277469425973,0.964356199266008,Incandescent Light Bulb,0
494,1,20.288004290980002,0,1,1,0,0,0,1,0,0,0,0,0.010100639272107921,0.018611849580843498,0.009462825011995241,0.017640613667264948,0.03273721329256489,0.9650606075910568,Incandescent Light Bulb,0
495,1,20.27588344902,0,1,1,0,0,0,1,0,0,0,0,0.0019192373320255605,0.014592009134478525,0.007735348594367566,0.023330934618711087,0.032530170627027864,0.9644998519495654,Incandescent Light Bulb,0
496,1,20.25522889176,0,1,1,0,0,0,1,0,0,0,0,0.0074993362474710485,0.016462061553699416,0.010282459804974732,0.02170804358424884,0.033723069244355516,0.9643119310478182,Incandescent Light Bulb,0
497,1,34.534779547140005,0,1,1,0,0,0,1,0,0,0,0,0.0023425550408109675,0.03190307168912744,0.0015423573538759544,0.02752236436796208,0.044068743031265935,0.9586664076774156,Fan,0
498,1,34.46154555434,0,1,1,0,0,0,1,0,0,0,0,0.004608957618591131,0.03164206903965381,0.0013687908980555374,0.026485445627261142,0.043343578655847696,0.9577520434135136,Fan,0
499,1,34.15310061218,0,1,1,0,0,0,1,0,0,0,0,0.003614361710475971,0.030873072147233525,0.001888841794140937,0.027038902246192188,0.043217861312210885,0.9558577059842244,Fan,0
500,1,34.084044884520004,0,1,1,0,0,0,1,0,0,0,0,0.003733264997045743,0.031807162000518086,0.0016233348677107849,0.02702472150354337,0.043844573968471696,0.9552834677517896,Fan,0
501,1,34.200831597539995,0,1,1,0,0,0,1,0,0,0,0,0.0036549151847788523,0.03125749405515052,0.000580463451569762,0.02725400909199631,0.04336971062312712,0.9547688733139721,Fan,0
502,3,202.62203778888,0,1,1,0,0,0,1,0,0,0,0,0.025912738707126917,0.0620811576008249,0.005010498636591341,0.020344275076235596,0.07447587130248115,0.8278904415268684,Fridge,0
503,3,223.18092887054001,0,1,1,0,0,0,1,0,0,0,0,0.013569789377094412,0.06186780054722338,0.009421569428926095,0.02349826435275237,0.07227975471435008,0.8523984804218778,Fridge,0
504,3,161.75545911466003,3,2,0,0,0,1,0,1,0,0,0,0.027671917462872803,0.06987590497509874,0.011021421046404049,0.02885250772971408,0.08589756609631365,0.7475737908573719,Fridge,0
505,1,26.066695716399998,3,2,0,0,0,1,0,1,0,0,0,0.0022098922516169397,0.02672501715366201,0.0010743497943256398,0.0038297115434648603,0.02839027605143447,0.4535107104158954,Washing Machine,0
506,1,25.7551614328,3,2,0,0,0,1,0,1,0,0,0,0.0013517631152676216,0.02620290574214412,0.001178487740014583,0.003015990430731295,0.027731178379852256,0.4512832621053495,Washing Machine,0
507,1,25.722606541199998,3,2,0,0,0,1,0,1,0,0,0,0.0014277463693341205,0.0261204009851702,0.0011562143647196688,0.0032648918537600976,0.027616215643659545,0.4512279526404152,Washing Machine,0
508,1,25.659963323800007,3,2,0,0,0,1,0,1,0,0,0,0.001127820418278457,0.026658318186552614,0.0011678111004679145,0.0036191040351416454,0.028293356655205337,0.4508323273893276,Washing Machine,0
509,1,25.6522365084,3,2,0,0,0,1,0,1,0,0,0,0.0014645999618897686,0.0263613708065421,0.0009805633271904614,0.0033349024871970234,0.027936018746574944,0.4516793538959893,Washing Machine,0
510,0,6.3726117852,1,0,0,1,0,0,0,0,0,0,0,0.011629290073212879,0.9553781265492379,0.0031862452047508845,0.6606564940357813,1.5343113583988033,0.4096485039093498,Compact Fluorescent Lamp,0
511,0,6.807952802000001,1,0,0,1,0,0,0,0,0,0,0,0.01664448370050389,0.9399927578807172,0.007453549556077678,0.6442868910179954,1.4918808224738644,0.4259694867425607,Compact Fluorescent Lamp,0
512,0,6.9669392832,1,0,0,1,0,0,0,0,0,0,0,0.015665790246256802,0.9307764922546052,0.007884493986953598,0.6272001936216638,1.4618291759774145,0.4318703116538557,Compact Fluorescent Lamp,0
513,0,6.955501934400001,1,0,0,1,0,0,0,0,0,0,0,0.010966224471296806,0.9329043322317296,0.0038394419225630952,0.6342890300509482,1.4729374793068322,0.426124971995858,Compact Fluorescent Lamp,0
514,0,7.517696924000001,1,0,0,1,0,0,0,0,0,0,0,0.005595738074388323,0.9200356920508924,0.004604075180239213,0.620382255795664,1.4457002529814975,0.4469333394098768,Compact Fluorescent Lamp,0
515,0,4.1227659472000004,1,0,0,1,0,0,0,0,0,0,0,0.01842237760942626,0.938073589633721,0.015692043865387292,0.6117721461791743,1.4722608739766725,0.39751066684224334,Compact Fluorescent Lamp,0
516,0,4.0286965312000005,1,0,0,1,0,0,0,0,0,0,0,0.013378610096472877,0.9435844930859636,0.013655643527341024,0.613516775304229,1.4841270371337771,0.3897586174650073,Compact Fluorescent Lamp,0
517,0,3.9804377756,1,0,0,1,0,0,0,0,0,0,0,0.007532818817163838,0.9524447491413696,0.012160983974024556,0.624716489840131,1.4891179086021489,0.3854449938596582,Compact Fluorescent Lamp,0
518,0,3.9079341356,1,0,0,1,0,0,0,0,0,0,0,0.012378278678980495,0.959691489505634,0.010048567189694149,0.6324295218366627,1.5055594673498944,0.3772052344122064,Compact Fluorescent Lamp,0
519,0,4.0277677912,1,0,0,1,0,0,0,0,0,0,0,0.007366301182750594,0.925429772932516,0.012717082878936005,0.6056501805949563,1.4485780460628452,0.3865879452000677,Compact Fluorescent Lamp,0
520,0,12.8561819856,3,2,0,0,0,1,0,1,0,0,0,0.005805556112484604,0.08053337031923652,0.0015753589089737034,0.01242462506185655,0.08205681919505214,0.7309348022061739,Fridge,0
521,4,716.6100490434001,0,1,1,0,0,0,1,0,0,0,0,0.0005093388443659059,0.06195716281252778,0.0001704813575357222,0.00919366124237138,0.06496849194744983,0.849311440336473,Fridge,0
522,4,630.6022041519999,0,1,1,0,0,0,1,0,0,0,0,0.08916952158384238,0.0268293178614757,0.018127708817969414,0.02738400151458917,0.09916679667289342,0.9897336939096396,Hairdryer,0
523,4,633.2257461436,0,1,1,0,0,0,1,0,0,0,0,0.090194013458733,0.027067982152128803,0.018445472258931526,0.02681293185711898,0.1000331380591242,0.9896101704631663,Hairdryer,0
524,4,631.2594835366,0,1,1,0,0,0,1,0,0,0,0,0.0895514476854281,0.027131317518222054,0.01804856581207412,0.027444742809899482,0.09956059141325488,0.9895641405659388,Hairdryer,0
525,4,634.6745468122,0,1,1,0,0,0,1,0,0,0,0,0.08993831814569765,0.027519087606943927,0.01802636821732317,0.026885923799201177,0.09985735177889064,0.9896822176573216,Hairdryer,0
526,4,634.5639683192002,0,1,1,0,0,0,1,0,0,0,0,0.09006318398794874,0.027360328201714933,0.01830502386111726,0.02760008700721641,0.1001622182024314,0.9896494049939034,Hairdryer,0
527,2,46.58360309,1,0,0,1,0,0,0,0,0,0,0,0.010440412032673964,0.9252937061116471,0.012184223252206252,0.7452764911178904,1.5030598634625547,0.4957211482111424,Laptop,0
528,2,45.10136902120001,1,0,0,1,0,0,0,0,0,0,0,0.00551145728759619,0.9265339179179348,0.007363075715952119,0.7449556305323464,1.501435149083166,0.4959077087813649,Laptop,0
529,2,44.2758932804,1,0,0,1,0,0,0,0,0,0,0,0.0027390004562446394,0.9300814204834096,0.006841180059258771,0.7518361252967409,1.5169715250143347,0.49371062726972903,Laptop,0
530,2,48.748460274600006,1,0,0,1,0,0,0,0,0,0,0,0.015235697185950038,0.9215086297865004,0.012019440872220115,0.7417215170133052,1.4918894870814077,0.497277024676903,Laptop,0
531,2,52.337631681000005,1,0,0,1,0,0,0,0,0,0,0,0.009169981541934926,0.912129532827198,0.00875991792301933,0.720682316677214,1.4604136412044078,0.5036571127726893,Laptop,0
532,4,1292.5516297014,0,2,1,0,0,0,0,1,0,0,0,0.0009104413381847217,0.12776245001643494,0.00045752465189886817,0.11773163287908707,0.17757724119517232,0.9778389165752576,Microwave,0
533,4,1312.159120928,0,2,1,0,0,0,0,1,0,0,0,0.0008166151387466237,0.1235387308937724,0.00022352130983229718,0.11957180408540374,0.17592032251821202,0.978647828866058,Microwave,0
534,4,1475.7136440329998,0,2,1,0,0,0,0,1,0,0,0,0.0012713537766808974,0.10235226954986572,0.0018806201394475305,0.10569468278277877,0.1509013554367017,0.9826329686574876,Microwave,0
535,4,1310.2626185010001,0,2,1,0,0,0,0,1,0,0,0,0.0018803035437740762,0.12259705409495684,0.0002626499989853277,0.12218980175099038,0.17702412542201829,0.9785641719818472,Microwave,0
536,4,1470.6201262789996,0,2,1,0,0,0,0,1,0,0,0,0.00033111596958835366,0.09993274006614593,0.0008242488391161837,0.10789174260432154,0.15094328300633444,0.9824687070247846,Microwave,0
537,1,35.94069794,0,1,1,0,0,0,1,0,0,0,0,0.005256687698941828,0.016209093359993505,0.004269290847990021,0.016095158773097782,0.026063825411497328,0.9794057622861554,Incandescent Light Bulb,0
538,1,35.8206680026,0,1,1,0,0,0,1,0,0,0,0,0.00844884663104637,0.02644511359155516,0.013424038221212024,0.02167744408527586,0.0402350383000372,0.9782776412378414,Incandescent Light Bulb,0
539,1,36.06091312,0,1,1,0,0,0,1,0,0,0,0,0.0052551276035061704,0.014065165395864294,0.00388680217798252,0.01530684547119843,0.02458697148147597,0.9790071975919944,Incandescent Light Bulb,0
540,1,36.0456783448,0,1,1,0,0,0,1,0,0,0,0,0.005717299609012253,0.016972358992811926,0.0023533901795315354,0.014059081229699516,0.024966716479536792,0.9794057342146149,Incandescent Light Bulb,0
541,1,35.9114826042,0,1,1,0,0,0,1,0,0,0,0,0.001004563856544303,0.016004972219976092,0.002088317846727029,0.0175762790865335,0.026722785657872474,0.979414866198028,Incandescent Light Bulb,0
542,0,13.395354622000001,0,2,1,0,0,0,0,1,0,0,0,0.005884656542080752,0.21886112660026946,0.005185297321101669,0.028907312445628563,0.22125630342760874,0.8651526850484468,Fan,0
543,0,13.388343292,0,2,1,0,0,0,0,1,0,0,0,0.013245008709102002,0.22372857816063044,0.005299582457872167,0.03197517938911037,0.2268185806088956,0.8607189579529426,Fan,0
544,0,13.397870396000002,0,2,1,0,0,0,0,1,0,0,0,0.013053369698907108,0.21565259899844103,0.008978753770677566,0.027740858942307017,0.21841187832295408,0.8679540067560071,Fan,0
545,0,13.307736115,0,2,1,0,0,0,0,1,0,0,0,0.016087036653045256,0.2185072522817184,0.009275655550523459,0.03023599379205345,0.22175753461613493,0.8651677385068135,Fan,0
546,0,13.407537298,0,2,1,0,0,0,0,1,0,0,0,0.00823225503442105,0.2196484763169591,0.0035871217160174346,0.029558008825162987,0.2222338023494579,0.8618294161719462,Fan,0
547,4,683.304614646,0,1,1,0,0,0,1,0,0,0,0,0.0007475607686307903,0.021858018585117985,0.0001983109801739973,0.018260543648653187,0.03125982675564445,0.9946290352298304,Hairdryer,0
548,4,684.1170718844,0,1,1,0,0,0,1,0,0,0,0,0.0004143011903102504,0.02146269091619077,0.0003111414579409288,0.018067314642675858,0.030886357317922362,0.9946830954265684,Hairdryer,0
549,4,683.8274450404,0,1,1,0,0,0,1,0,0,0,0,0.00029933666796453084,0.02233089899968089,0.00028409910793723907,0.018539824305054832,0.0318091376561694,0.9947451068623768,Hairdryer,0
550,4,683.820831312,0,1,1,0,0,0,1,0,0,0,0,0.00039123400650217777,0.02219590417371612,0.000153673020100524,0.018510227654775425,0.031686856153075885,0.9947272668414094,Hairdryer,0
551,4,683.3658430511999,0,1,1,0,0,0,1,0,0,0,0,0.00041012799055707065,0.02238581927611153,0.00017532865202554994,0.0185701471895284,0.031887059497265696,0.9946882146002062,Hairdryer,0
552,2,42.754640786399996,1,0,0,1,0,0,0,0,0,0,0,0.0069181739257213855,0.9417440206479224,0.010671647498404314,0.7925535370433581,1.5329785728958318,0.504136278886357,Laptop,0
553,2,61.36299228000001,2,1,0,0,1,0,1,0,0,0,0,0.05696906356895305,0.13002092632946474,0.02573073233480661,0.012457491683315456,0.20928932832529976,0.548806311552212,Laptop,0
554,1,34.853183884,2,3,0,0,1,0,0,0,1,0,0,0.0011521090332112756,0.2810625927839946,0.00589059708796011,0.09108479781045717,0.2998246183387188,0.8311313503777915,Laptop,0
555,1,39.5865093392,2,3,0,0,1,0,0,0,1,0,0,0.013871706274390608,0.2453811048911076,0.005303035430760333,0.0827098049176654,0.2628622860227311,0.7855416135307888,Laptop,0
556,1,27.712301341999996,2,3,0,0,1,0,0,0,1,0,0,0.009068336172481905,0.2805112964760448,0.005787674965122738,0.09808462409800464,0.3019908050239207,0.7752703694357441,Laptop,0
557,1,29.633957248800005,2,3,0,0,1,0,0,0,1,0,0,0.016464165115081857,0.2717549181620229,0.008677273092576777,0.08235428302571039,0.28917793531881364,0.7280054678863306,Laptop,0
558,1,25.5267569424,2,3,0,0,1,0,0,0,1,0,0,0.05943548351445885,0.2711013178666264,0.008089480342610545,0.07939264344925791,0.2937898142277324,0.6528244044943156,Laptop,0
559,4,1086.4936558056004,0,3,1,0,0,0,0,0,1,0,0,0.013781870295487974,0.4077729032548385,0.020714655348571618,0.12105824772519225,0.4287006452211276,0.9034480549362706,Microwave,0
560,4,1085.6256152964,0,3,1,0,0,0,0,0,1,0,0,0.0143085722077702,0.4068884727002205,0.020388049845376614,0.12223845845681865,0.4282321004327387,0.9035059860902772,Microwave,0
561,4,1083.1284135268002,0,3,1,0,0,0,0,0,1,0,0,0.01401161297995035,0.4038374258960028,0.01994844398501536,0.12416862678921164,0.4258649348041005,0.9049127553849472,Microwave,0
562,4,1074.7576852272,0,3,1,0,0,0,0,0,1,0,0,0.014288688163188746,0.4018460368804997,0.020334205635881404,0.1259663819495387,0.4245933941912216,0.9051904222601064,Microwave,0
563,4,1069.016727726,0,3,1,0,0,0,0,0,1,0,0,0.034483160364667545,0.4003290969872653,0.025429205978082157,0.12339551532061944,0.4240890035375505,0.9056393768794996,Microwave,0
564,2,53.36792924040001,0,1,1,0,0,0,1,0,0,0,0,0.001140194776889663,0.014286924494163947,0.0018331167518689255,0.013586802884171773,0.02135605559486856,0.9835739519144376,Incandescent Light Bulb,0
565,2,53.55823825320001,0,1,1,0,0,0,1,0,0,0,0,0.001518129716446214,0.01517788142261584,0.0012498808701775755,0.013674302331068674,0.021883306077787733,0.9842998269863392,Incandescent Light Bulb,0
566,2,53.5211469568,0,1,1,0,0,0,1,0,0,0,0,0.0027362574919460483,0.014230133876682824,0.0007327396697525588,0.013331639674816449,0.021250776154352887,0.9844023473147984,Incandescent Light Bulb,0
567,2,53.423295376400006,0,1,1,0,0,0,1,0,0,0,0,0.0020976667092582808,0.01393379072130075,0.0016933223435519572,0.013999181741138731,0.021469180836115462,0.984248888879062,Incandescent Light Bulb,0
568,2,53.3232683616,0,1,1,0,0,0,1,0,0,0,0,0.0008880308747935582,0.014793437744646715,0.0008577338417390013,0.013654547497743131,0.021793621319434773,0.9836195004828204,Incandescent Light Bulb,0
569,0,11.2739680152,1,0,0,1,0,0,0,0,0,0,0,0.0054833109877822535,0.7811938555509048,0.007847810823289891,0.4057293788122731,1.0231371099611717,0.5239848844498338,Compact Fluorescent Lamp,0
570,0,11.6012481902,1,0,0,1,0,0,0,0,0,0,0,0.004528638289353638,0.776224389664523,0.003917775936397718,0.4038940389207705,1.0177279805360755,0.5272922414735011,Compact Fluorescent Lamp,0
571,0,11.4234406428,1,0,0,1,0,0,0,0,0,0,0,0.0051726622397995645,0.7749863320883676,0.005618102352651416,0.4048122741332051,1.019527079793906,0.5226999629244421,Compact Fluorescent Lamp,0
572,0,11.321520487,1,0,0,1,0,0,0,0,0,0,0,0.005877383769087513,0.778421011421711,0.00644449463529171,0.4070189656415043,1.0233491027119717,0.5209204342982751,Compact Fluorescent Lamp,0
573,0,11.141352825999999,1,0,0,1,0,0,0,0,0,0,0,0.0031012926487127865,0.7817086799847048,0.004981332352707839,0.4074222407288179,1.0239103706182804,0.5230503677489865,Compact Fluorescent Lamp,0
574,3,427.91864979359985,0,4,1,0,0,0,0,0,0,1,0,0.4455692402399434,0.01886926910409276,0.09447736522523294,0.01754508448532494,0.4580839226723344,0.8987627664129919,Hairdryer,0
575,3,428.33911945680006,0,4,1,0,0,0,0,0,0,1,0,0.4454426586832086,0.0191684107825556,0.09426310773225567,0.017397497451430034,0.4578845371991365,0.8985814851010445,Hairdryer,0
576,3,428.7756977912,0,4,1,0,0,0,0,0,0,1,0,0.4454128982144776,0.019120847329616376,0.09452419838213988,0.017566674039183067,0.4579172576278594,0.8986060181775712,Hairdryer,0
577,3,428.06153571839997,0,4,1,0,0,0,0,0,0,1,0,0.4454746971885314,0.019268388280122332,0.0944387349353556,0.017395809373897998,0.4579940457556296,0.8989273511951538,Hairdryer,0
578,3,427.49529206399984,0,4,1,0,0,0,0,0,0,1,0,0.4456342284627722,0.019294062991620627,0.09448758386010762,0.017574749368703242,0.4581735530489656,0.89868118459338,Hairdryer,0
579,4,1291.972170474,0,3,1,0,0,0,0,0,1,0,0,0.0947185177822673,0.3394377100582734,0.02362176692718489,0.09203232734883583,0.36735305002941,0.9276543932509514,Microwave,0
580,4,1286.770228088,0,3,1,0,0,0,0,0,1,0,0,0.09405203517305792,0.3388120226403857,0.02293322250944229,0.0927665637943415,0.3667750087723256,0.9277561725474271,Microwave,0
581,4,1286.3362227496,0,3,1,0,0,0,0,0,1,0,0,0.08927228798541062,0.3360839685968117,0.021730363856029482,0.0926607813516403,0.3629750440449936,0.9283404182381504,Microwave,0
582,4,1287.5774813960002,0,3,1,0,0,0,0,0,1,0,0,0.08937215864544634,0.33629819031477104,0.021712136290742975,0.09268394750649696,0.3632173364956979,0.928066318255608,Microwave,0
583,4,1285.6656422272001,0,3,1,0,0,0,0,0,1,0,0,0.08991365139123131,0.3363678837421163,0.02333870471430254,0.09217902524227604,0.3634046087261202,0.928238395909805,Microwave,0
584,4,753.1580690656,0,4,1,0,0,0,0,0,0,1,0,0.4431387084376488,0.019428070661470582,0.10009996945473557,0.02624473659729926,0.457001945360232,0.9022533564331024,Hairdryer,0
585,4,751.3433450492,0,4,1,0,0,0,0,0,0,1,0,0.44280428200723815,0.019069482411874464,0.09927406378849774,0.02581091719384244,0.4564117341347053,0.9017026074705872,Hairdryer,0
586,4,756.6440372948,0,4,1,0,0,0,0,0,0,1,0,0.44359250031683817,0.018503440050836584,0.1000586017415748,0.02644568697656906,0.4573706910687511,0.9025415825837624,Hairdryer,0
587,4,754.0337295777999,0,4,1,0,0,0,0,0,0,1,0,0.4447240167938718,0.01942426233306099,0.0992024593607715,0.02627975243557934,0.4583028966763382,0.9016178943518708,Hairdryer,0
